frame.number,frame.time_relative,frame.len,frame.time_delta,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.flags,icmp.type,icmp.seq,mqtt.msgtype,label
1585,0.404658,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,36613.0,5.0,1
1586,0.404667,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,36613.0,5.0,1
1587,0.404673,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,36869.0,5.0,1
1588,0.404682,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,36869.0,5.0,1
1589,0.404688,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,37125.0,5.0,1
1590,0.404697,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,37125.0,5.0,1
1591,0.404703,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,37381.0,5.0,1
1592,0.404712,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,37381.0,5.0,1
1593,0.404718,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,37637.0,5.0,1
1594,0.404726,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,37637.0,5.0,1
1595,0.425466,162,0.02074,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,64259.0,5.0,1
1596,0.425483,162,1.7e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,772.0,5.0,1
1597,0.425486,162,3e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,50693.0,5.0,1
1598,0.425519,162,3.3e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,50693.0,5.0,1
1599,0.425547,162,2.8e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,50949.0,5.0,1
1600,0.425559,162,1.2e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,50949.0,5.0,1
1601,0.425567,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,51205.0,5.0,1
1602,0.425576,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,51205.0,5.0,1
1603,0.425583,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,51461.0,5.0,1
1604,0.425593,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,51461.0,5.0,1
1605,0.425601,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,51717.0,5.0,1
1606,0.42561,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,51717.0,5.0,1
1607,0.425616,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,51973.0,5.0,1
1608,0.425624,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,51973.0,5.0,1
1609,0.425668,162,4.4e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,52229.0,5.0,1
1610,0.425679,162,1.1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,52229.0,5.0,1
1611,0.425686,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,52485.0,5.0,1
1612,0.425695,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,52485.0,5.0,1
1613,0.425701,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,52741.0,5.0,1
1614,0.42571,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,52741.0,5.0,1
1615,0.425715,162,5e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,52997.0,5.0,1
1616,0.425724,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,52997.0,5.0,1
1617,0.42573,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,53253.0,5.0,1
1618,0.425739,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,53253.0,5.0,1
1619,0.425745,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,53509.0,5.0,1
1620,0.425754,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,53509.0,5.0,1
1621,0.42576,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,53765.0,5.0,1
1622,0.425769,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,53765.0,5.0,1
1623,0.425775,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,54021.0,5.0,1
1624,0.425784,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,54021.0,5.0,1
1625,0.425807,162,2.3e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,54277.0,5.0,1
1626,0.425816,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,54277.0,5.0,1
1627,0.425824,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,54533.0,5.0,1
1628,0.425833,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,54533.0,5.0,1
1629,0.425841,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,54789.0,5.0,1
1630,0.42585,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,54789.0,5.0,1
1631,0.425858,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,55045.0,5.0,1
1632,0.425867,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,55045.0,5.0,1
1633,0.425874,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,55301.0,5.0,1
1634,0.425883,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,55301.0,5.0,1
1635,0.425891,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,55557.0,5.0,1
1636,0.425899,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,55557.0,5.0,1
1637,0.425905,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,55813.0,5.0,1
1638,0.425914,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,55813.0,5.0,1
1639,0.425919,162,5e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,56069.0,5.0,1
1640,0.425928,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,56069.0,5.0,1
1641,0.425965,162,3.7e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,56325.0,5.0,1
1642,0.425974,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,56325.0,5.0,1
1643,0.425983,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,56581.0,5.0,1
1644,0.425991,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,56581.0,5.0,1
1645,0.425999,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,56837.0,5.0,1
1646,0.426007,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,56837.0,5.0,1
1647,0.426015,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,57093.0,5.0,1
1648,0.426023,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,57093.0,5.0,1
1649,0.426031,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,57349.0,5.0,1
1650,0.426039,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,57349.0,5.0,1
1651,0.426047,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,57605.0,5.0,1
1652,0.426055,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,57605.0,5.0,1
1653,0.428479,162,0.002424,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,57861.0,5.0,1
1654,0.428522,162,4.3e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,57861.0,5.0,1
1655,0.428548,162,2.6e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,58117.0,5.0,1
1656,0.428561,162,1.3e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,58117.0,5.0,1
1657,0.428569,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,58373.0,5.0,1
1658,0.428579,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,58373.0,5.0,1
1659,0.428585,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,58629.0,5.0,1
1660,0.428594,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,58629.0,5.0,1
1661,0.428601,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,58885.0,5.0,1
1662,0.428611,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,58885.0,5.0,1
1663,0.428617,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,59141.0,5.0,1
1664,0.428626,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,59141.0,5.0,1
1665,0.428632,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,59397.0,5.0,1
1666,0.428641,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,59397.0,5.0,1
1667,0.428647,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,59653.0,5.0,1
1668,0.428656,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,59653.0,5.0,1
1669,0.428698,162,4.2e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,59909.0,5.0,1
1670,0.428708,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,59909.0,5.0,1
1671,0.428717,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,60165.0,5.0,1
1672,0.428726,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,60165.0,5.0,1
1673,0.428733,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,60421.0,5.0,1
1674,0.428742,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,60421.0,5.0,1
1675,0.428748,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,60677.0,5.0,1
1676,0.428757,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,60677.0,5.0,1
1677,0.428763,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,60933.0,5.0,1
1678,0.428772,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,60933.0,5.0,1
1679,0.428778,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,61189.0,5.0,1
1680,0.428787,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,61189.0,5.0,1
1681,0.428793,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,61445.0,5.0,1
1682,0.428802,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,61445.0,5.0,1
1683,0.428808,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,61701.0,5.0,1
1684,0.428816,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,61701.0,5.0,1
1685,0.428853,162,3.7e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,61957.0,5.0,1
1686,0.428869,162,1.6e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,61957.0,5.0,1
1687,0.428887,162,1.8e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,62213.0,5.0,1
1688,0.428905,162,1.8e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,62213.0,5.0,1
1689,0.428916,162,1.1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,62469.0,5.0,1
1690,0.428925,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,62469.0,5.0,1
1691,0.428933,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,62725.0,5.0,1
1692,0.428942,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,62725.0,5.0,1
1693,0.428947,162,5e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,62981.0,5.0,1
1694,0.428956,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,62981.0,5.0,1
1695,0.433751,162,0.004795,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,63237.0,5.0,1
1696,0.433793,162,4.2e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,63237.0,5.0,1
1697,0.433821,162,2.8e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,63493.0,5.0,1
1698,0.433832,162,1.1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,63493.0,5.0,1
1699,0.43384,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,63749.0,5.0,1
1700,0.433849,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,63749.0,5.0,1
1701,0.433855,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,64005.0,5.0,1
1702,0.433864,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,64005.0,5.0,1
1703,0.43387,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,64261.0,5.0,1
1704,0.433878,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,64261.0,5.0,1
1705,0.433884,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,64517.0,5.0,1
1706,0.433893,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,64517.0,5.0,1
1707,0.433899,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,10502.0,5.0,1
1708,0.433907,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,10502.0,5.0,1
1709,0.433914,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,10758.0,5.0,1
1710,0.433922,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,10758.0,5.0,1
1711,0.433938,162,1.6e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,11014.0,5.0,1
1712,0.433947,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,11014.0,5.0,1
1713,0.433954,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,11270.0,5.0,1
1714,0.433963,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,11270.0,5.0,1
1715,0.433969,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,11526.0,5.0,1
1716,0.433977,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,11526.0,5.0,1
1717,0.433983,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,11782.0,5.0,1
1718,0.433992,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,11782.0,5.0,1
1719,0.433998,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,12038.0,5.0,1
1720,0.434007,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,12038.0,5.0,1
1721,0.434012,162,5e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,12294.0,5.0,1
1722,0.434021,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,12294.0,5.0,1
1723,0.434027,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,12550.0,5.0,1
1724,0.434036,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,12550.0,5.0,1
1725,0.434042,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,12806.0,5.0,1
1726,0.434052,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,12806.0,5.0,1
1727,0.434065,162,1.3e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,13062.0,5.0,1
1728,0.434075,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,13062.0,5.0,1
1729,0.434081,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,13318.0,5.0,1
1730,0.434091,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,13318.0,5.0,1
1731,0.434099,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,13574.0,5.0,1
1732,0.434108,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,13574.0,5.0,1
1733,0.434114,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,13830.0,5.0,1
1734,0.434123,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,13830.0,5.0,1
1735,0.43413,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,14086.0,5.0,1
1736,0.434139,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,14086.0,5.0,1
1737,0.434147,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,14342.0,5.0,1
1738,0.434155,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,14342.0,5.0,1
1739,0.434161,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,14598.0,5.0,1
1740,0.434171,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,14598.0,5.0,1
1741,0.434178,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,14854.0,5.0,1
1742,0.434187,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,14854.0,5.0,1
1743,0.434199,162,1.2e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,15110.0,5.0,1
1744,0.434208,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,15110.0,5.0,1
1745,0.434216,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,15366.0,5.0,1
1746,0.434224,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,15366.0,5.0,1
1747,0.434232,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,15622.0,5.0,1
1748,0.434241,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,15622.0,5.0,1
1749,0.434247,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,15878.0,5.0,1
1750,0.434257,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,15878.0,5.0,1
1751,0.434265,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,16134.0,5.0,1
1752,0.434274,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,16134.0,5.0,1
1753,0.434281,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,16390.0,5.0,1
1754,0.43429,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,16390.0,5.0,1
1755,0.434297,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,16646.0,5.0,1
1756,0.434307,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,16646.0,5.0,1
1757,0.434313,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,16902.0,5.0,1
1758,0.434321,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,16902.0,5.0,1
1759,0.434336,162,1.5e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,17158.0,5.0,1
1760,0.434345,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,17158.0,5.0,1
1761,0.434353,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,17414.0,5.0,1
1762,0.434362,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,17414.0,5.0,1
1763,0.43437,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,17670.0,5.0,1
1764,0.434379,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,17670.0,5.0,1
1765,0.434385,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,17926.0,5.0,1
1766,0.434394,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,17926.0,5.0,1
1767,0.434402,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,18182.0,5.0,1
1768,0.434411,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,18182.0,5.0,1
1769,0.434417,162,6e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,18438.0,5.0,1
1770,0.434427,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,18438.0,5.0,1
1771,0.434435,162,8e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,18694.0,5.0,1
1772,0.434444,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,18694.0,5.0,1
1773,0.434451,162,7e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,18950.0,5.0,1
1774,0.43446,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,18950.0,5.0,1
1775,0.434486,162,2.6e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,19206.0,5.0,1
1776,0.434496,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,19206.0,5.0,1
1777,0.434506,162,1e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,19462.0,5.0,1
1778,0.434515,162,9e-06,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,0.0,19462.0,5.0,1
1779,0.434558,162,4.3e-05,1.0,19596.20633333333,10694.421583333333,46949.26733333334,56.53333333333333,0x0002,8.0,19718.0,5.0,1
